지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
41590,청계동,3/6/2018 0:00,동탄역 시범한화 꿈에그린 프레스티지,520,101.4,11,2015,77200
29155,노대동,2019-05-16 0:00,송화마을휴먼시아5단지,827,84.64,7,2007,26125
47113,양덕동,2020-11-25 0:00,포항양덕풍림아이원,1731,84.8944,2,2008,21700
48330,소주동,2019-01-14 0:00,서창대동,960-10,59.54,22,1997,6300
50110,노형동,8/28/2020 0:00,세원멤버스노형2차,906-3,84.78,13,2004,28000
31140,삼산동,2016-06-13 0:00,세양청구마을,172-1,84.99,17,1997,30000
48123,대방동,2022-04-25 0:00,성원남산3차,355,47.97,20,1992,"15,350"
11530,고척동,2023-04-23 0:00,삼익(1단지),330,84.96,10,2001,"59,500"
29200,신창동,2019-04-24 0:00,신창2차부영,1270,84.7886,1,2005,20000
47290,사정동,10/12/2019 0:00,옥산삼산타운,124,59.96,2,1995,10400
26380,장림동,2015-10-07 0:00,동원로얄듀크,875,59.9942,6,2005,13500
47210,가흥동,7/4/2019 0:00,가흥세영리첼,1796,84.6661,9,2011,26500
47190,구평동,2022-12-13 0:00,부영5,454,45.8895,9,2001,"7,900"
31110,다운동,2016-09-19 0:00,다운현대,590,59.93,17,1999,19500
41173,호계동,3/3/2020 0:00,대림e-편한세상,813,116.507,7,2003,60000
41590,반월동,2021-01-18 0:00,반달마을두산위브1단지,880,84.927,8,2007,51000
28237,부개동,2015-07-08 0:00,대동,477-1,48.48,1,1988,13750
41463,청덕동,2023-04-16 0:00,휴먼시아물푸레마을3단지,488,84.98,7,2008,"41,000"
11740,암사동,8/31/2018 0:00,롯데캐슬퍼스트,414-2,102.34,15,2008,110000
44200,배방읍 장재리,2019-12-10 0:00,용연마을휴먼시아3단지,1208,84.65,10,2009,24900
30170,관저동,2016-06-15 0:00,원앙마을2,984,49.59,22,1997,10000
41173,평촌동,2022-12-19 0:00,초원마을대원,898-6,59.94,7,1993,"62,000"
28260,마전동,2015-08-11 0:00,동아,1003-1,84.9,14,1999,18000
11290,종암동,2016-04-01 0:00,극동,128,84.96,4,2000,38500
41650,소흘읍 송우리,10/22/2019 0:00,원일산호,150,59.4,4,1993,10800
28237,청천동,4/15/2018 0:00,청천푸르지오,176,84.34,21,1998,29000
43114,내덕동,2022-07-17 0:00,삼일,697-1,84.98,4,1989,"10,000"
28200,만수동,2020-04-06 0:00,벽산,1114,84.93,11,2000,25400
45113,만성동,2/14/2020 0:00,골드클래스,1367-1,84.9525,12,2018,39000
41287,일산동,2020-01-23 0:00,후곡마을(동아16),1086,84.786,21,1995,50000
48310,고현동,10/6/2020 0:00,덕산베스트타운,1039,59.31,2,1998,10000
30140,문화동,2015-12-10 0:00,계룡맨션,1-34,89.95,5,1978,7200
41150,용현동,2/13/2020 0:00,신도10파크힐타운,290-1,84.9964,13,2001,20000
42210,교동,1/30/2018 0:00,주공3,961-1,51.66,12,1993,10500
11740,고덕동,2017-12-21 0:00,아남1,486,84.91,19,1996,57000
31710,언양읍 동부리,2015-12-30 0:00,신울산경남아너스빌,498,84.7195,11,2010,29000
41360,다산동,8/22/2018 0:00,"부영e그린4,5차",Jan-02,162.454,15,2000,48000
27290,월성동,2016-10-03 0:00,월성협성휴포레,1863,69.9551,21,2016,27194
11470,목동,2016-10-30 0:00,목동신시가지5,912,142.51,3,1986,168000
41630,덕계동,2015-07-10 0:00,현진에버빌1단지,855,84.99,4,2007,23000
41370,원동,1/31/2020 0:00,대원레스피아,30,59.867,10,2000,13000
41210,하안동,7/28/2018 0:00,주공5,702,45.77,2,1990,21000
28200,구월동,9/15/2018 0:00,신세계,342-1,85.44,5,1980,17800
31710,범서읍 천상리,2020-07-07 0:00,문수애시앙2단지,266,118.63,14,2014,37450
11290,돈암동,2015-04-20 0:00,돈암현대아파트,1,84.39,9,1991,32200
44200,용화동,2023-03-14 0:00,온천마을아파트,584,59.8,4,1998,"13,950"
41590,능동,2/12/2020 0:00,포스코더샵2차,1134,76.5336,23,2008,39900
41287,탄현동,2017-06-08 0:00,탄현마을동신,1578,70.558,3,2000,24950
41273,초지동,2016-11-16 0:00,그린빌15(해맑음마을),736,59.97,2,2002,25000
41480,야당동,2019-05-01 0:00,한빛마을 5단지 캐슬앤칸타빌,991,118.7267,19,2012,45500
26350,좌동,2015-09-10 0:00,코오롱,1348,59.985,9,1997,26200
43113,복대동,2019-09-23 0:00,현대2,3029,60,7,1999,14000
48330,물금읍 가촌리,2022-12-26 0:00,양산대방노블랜드7차메가시티,1273-1,59.9914,21,2017,"29,500"
43112,수곡동,2022-05-18 0:00,두진백로,1002,59.76,1,1995,"13,100"
43114,오창읍 각리,2016-08-26 0:00,우림필유2차,646-1,84.9673,10,2006,21200
42750,영월읍 하송리,3/21/2018 0:00,주공2,389,46.98,4,1992,6650
43114,율량동,2015-04-17 0:00,두진백로그린타운,861,32.76,11,1996,6400
11740,암사동,2019-11-22 0:00,롯데캐슬퍼스트,414-2,102.34,29,2008,123000
11230,장안동,2015-04-04 0:00,래미안장안,354-2,84.774,16,2003,46500
45140,영등동,2020-06-02 0:00,신일,714-1,84.94,1,1992,15000
28177,주안동,2015-07-24 0:00,드림시티,01월 29일,15.6,6,2015,7995
42110,퇴계동,2017-05-22 0:00,퇴계우성,430,84.93299999999998,11,1999,22500
42130,우산동,2023-04-12 0:00,덕원,157,57.84,4,1992,"8,200"
11500,등촌동,2016-04-12 0:00,대림,694,89.975,14,1995,50500
41465,성복동,3/24/2018 0:00,성복아이파크,780,105.548,6,2012,52000
11470,목동,2016-07-16 0:00,부영2,908-28,149.28,16,2000,100000
47150,덕곡동,2022-09-26 0:00,덕곡한마음타운,1196-1,59.64,15,1999,"8,150"
31110,반구동,2017-01-31 0:00,e편한세상 강변,679,84.9634,14,2015,41400
44200,풍기동,2018-03-20 0:00,주은,229-71,39.78,8,2000,9300
41220,청북읍 옥길리,2017-10-26 0:00,부영사랑으로 1단지,1110,59.9605,8,2011,15400
41590,병점동,2018-01-11 0:00,안화동마을주공7단지,849,59.92,17,2004,20500
28177,학익동,8/23/2018 0:00,장미1,413-1,90.78,3,1984,22600
41281,행신동,2019-12-13 0:00,소만마을(대명)7,783,59.04,12,1995,24100
41360,진건읍 용정리,2015-04-01 0:00,한신조합,751-2,61.88,8,1991,12700
48123,가음동,6/26/2020 0:00,상록,03월 24일,34.473,2,1981,19800
48250,관동동,2020-11-22 0:00,김해 율하 서희스타힐스,1165,84.7721,3,2017,31000
36110,조치원읍 죽림리,2015-10-24 0:00,조치원죽림자이,396,84.6641,6,2008,16800
28237,부개동,2022-11-05 0:00,부개역푸르지오,512,84.98,18,2010,"59,000"
28177,주안동,2017-08-01 0:00,대동,02월 19일,65.143,4,1984,12100
11560,신길동,2023-02-13 0:00,래미안에스티움,4950,59.95,7,2017,"99,000"
41135,정자동,11/19/2019 0:00,한솔마을(6단지)(주공),117,58.71,6,1995,70000
44200,신창면 남성리,3/7/2020 0:00,다소미,69,59.92,12,2005,6900
41550,보개면 기좌리,2018-06-01 0:00,리치타운,359-1,55.23,1,2003,7900
27110,수창동,3/6/2018 0:00,대구역센트럴자이,173,84.6421,3,2017,44800
42130,단구동,1/18/2020 0:00,성일,1589-4,59.55,2,1998,9500
11350,공릉동,2016-06-29 0:00,광덕파크빌아파트,752,84.7,7,2003,32800
41111,조원동,4/24/2019 0:00,한일타운쌍용,881,59.842,8,1999,27000
43113,옥산면 가락리,2017-12-25 0:00,화인테크노빌,455-1,59.9335,7,2002,10000
11290,길음동,2016-10-03 0:00,길음뉴타운5단지(래미안),1282,59.75,17,2006,44800
42210,조양동,2020-07-10 0:00,부영6,1502,50,4,1995,8000
26170,범일동,2022-05-09 0:00,한양아파트,830-90,64.23,12,1978,"52,500"
28260,신현동,2023-02-03 0:00,루원시티센트럴타운,306-1,84.66,4,2017,"42,200"
48270,가곡동,2017-09-29 0:00,삼우,586-39,39.96,3,1988,2800
41111,조원동,2016-07-30 0:00,한일타운쌍용,881,59.962,8,1999,28100
41465,풍덕천동,8/18/2018 0:00,신정마을성지,1021,99.33,18,2000,54800
41250,생연동,6/20/2019 0:00,동원아파트,464-8,59.94,3,1991,4500
41360,별내동,2019-10-04 0:00,별내아이파크2차,852,84.55,18,2015,62000
26350,재송동,6/25/2018 0:00,센텀피오레1차,1302,84.9446,14,2005,34900
30110,판암동,2020-04-11 0:00,주공2,202,58.01,10,1990,11500
47150,덕곡동,2016-08-06 0:00,덕곡한마음타운,1196-1,49.5,5,1999,8000
26320,구포동,2015-07-13 0:00,대진,741-3,51.7,1,1981,9000
46840,삼향읍 남악리,2016-02-03 0:00,경남아너스빌,1863,84.9902,15,2008,25550
47113,우현동,2016-11-13 0:00,우현삼도뷰엔빌W,가-16,116.8375,17,2013,38000
44200,둔포면 석곡리,2019-12-20 0:00,아산테크노밸리 이지더원 5단지,1790,72.3669,3,2017,17000
28200,간석동,2023-03-27 0:00,파라다이스102동,909-7,76.26,7,2004,"30,000"
11530,구로동,2017-05-28 0:00,극동,314,64,4,1984,27500
11200,성수동1가,2015-07-11 0:00,쌍용,706,59.76,8,1997,41600
41173,호계동,2017-11-05 0:00,신성미소지움,923-21,84.9292,1,2004,38000
41210,철산동,2015-02-07 0:00,두산위브,629,84.9,2,2007,38500
11290,정릉동,2020-07-13 0:00,정릉대주파크빌,1024,94.59,1,2004,50000
26350,중동,12/4/2018 0:00,이진캐스빌,1526-1,84.42,1,1989,18000
41463,마북동,2020-01-17 0:00,연원마을삼호벽산,524-8,84.94200000000002,14,2000,55500
47150,아포읍 국사리,2023-01-18 0:00,아포덕일한마음,1119,55.67,9,2004,"6,350"
11740,천호동,2020-07-15 0:00,천호2차우림루미아트,50,84.7,5,2004,62000
48220,광도면 죽림리,2018-01-25 0:00,푸르지오1차,1579,66.41,5,2007,19800
29170,양산동,2015-03-13 0:00,새봄,274-3,59.97,7,1996,9000
45111,중화산동1가,2020-09-22 0:00,동신2차,250,77.76,4,1995,11000
26290,대연동,2016-09-02 0:00,대연힐스테이트푸르지오,1858,102.14,20,2013,62300
41590,반송동,4/17/2018 0:00,시범다은마을다숲캐슬,101,84.50399999999998,5,2007,39200
47190,옥계동,2018-05-25 0:00,구미옥계우미린,906,84.92399999999998,5,2010,19700
41285,중산동,2015-03-20 0:00,중산마을8(삼성),1574,134.97,12,1995,29000
41463,구갈동,11/7/2019 0:00,강남마을자연앤(4단지),600,118.577,17,2004,47500
42210,교동,2015-04-20 0:00,현대1,618-10,84.99,1,1991,11750
42110,근화동,2016-07-14 0:00,신성미소지움,279-8,84.98,8,2007,23200
26230,양정동,2017-08-18 0:00,현대1차,458-5,114.98,14,1997,43500
11710,풍납동,2017-06-21 0:00,동아한가람1,506,84.38,8,1995,51400
41630,고읍동,2019-06-17 0:00,산내들마을우남퍼스트빌,455,84.8788,11,2009,23000
41210,광명동,2020-01-09 0:00,정다움,419-48,75.6,2,2005,35000
44210,예천동,2016-07-20 0:00,서산 예천 푸르지오,1270-1,62.541,4,2013,24000
27230,태전동,2015-11-05 0:00,한신중앙,936-1,47.25,10,1993,12900
11290,종암동,1/15/2018 0:00,종암에스케이,104-1,59.86,9,1999,33000
41465,죽전동,6/12/2019 0:00,진우8차엘리시온,222-10,134.69,2,2000,29800
41450,신장동,2023-03-18 0:00,백송한신,528-5,49.98,17,1994,"42,000"
47920,봉화읍 내성리,9/21/2020 0:00,명성센시빌,463-1,59.9917,6,2011,17000
31140,신정동,2020-05-14 0:00,대공원코오롱파크폴리스,1873,129.93,18,2009,61500
41360,별내동,2/8/2020 0:00,대원칸타빌,900,132.57,14,2012,62000
41480,동패동,2019-04-12 0:00,숲속길마을 월드메르디앙 센트럴파크,1690,84.99,8,2006,25000
27260,욱수동,2019-11-09 0:00,태왕4하이츠,185-1,84.7132,7,2004,35700
41630,삼숭동,2023-02-14 0:00,양주자이2단지,684-1,84.9218,14,2005,"21,000"
48129,자은동,2019-07-14 0:00,엘에이치자은프라임,121,59.9,4,2015,17200
11110,부암동,2019-11-10,별빛고운,235-2,100.69,3,2006,44500
44131,목천읍 삼성리,9/24/2019 0:00,원앙마을부영1차,12-Sep,59.76,6,1999,7800
41650,신읍동,2022-10-14 0:00,포천신읍코아루더스카이1단지(101동102동),205-46,77.2505,26,2020,"26,000"
28185,연수동,2015-03-13 0:00,대동,633,75.12,9,1993,24500
43130,호암동,2022-05-20 0:00,예성세경,542-18,51.75,4,1998,"6,500"
41670,현암동,2020-10-30 0:00,e편한세상여주,684,84.6082,9,2014,24000
50110,외도일동,2018-07-13 0:00,외도부영1차,560-1,39.84,6,2000,15000
45180,신태인읍 연정리,2019-11-25 0:00,신태인 연가,661,83.7346,4,2012,8500
11470,신정동,2017-12-23 0:00,목동신시가지14,329,108.28,4,1987,120000
41273,신길동,2015-12-09 0:00,두산위브,1445,84.866,2,2004,25000
41463,마북동,11/11/2019 0:00,교동마을현대필그린,625,186.4931,13,2002,41000
11260,중화동,2017-08-22 0:00,강오(A동),307-76,84.78,3,2004,31000
45140,어양동,2016-05-24 0:00,부영2차,653-1,39.952,4,1998,5000
11710,풍납동,2017-02-04 0:00,현대1,413-1,83.02,19,1995,59500
42130,반곡동,2015-12-17 0:00,원주반곡아이파크,1805,117.4263,14,2008,27800
28185,송도동,2015-01-30 0:00,더샵센트럴파크1,03월 23일,78.2961,19,2010,35800
44133,백석동,2017-10-31 0:00,그린빌2,890,84.65,8,2004,22000
26350,재송동,2020-05-24 0:00,시영79년,1030,40.13,4,1980,18500
41370,세교동,9/27/2018 0:00,잔다리마을 1단지(True),622,84.72,2,2013,26900
46130,학동,2019-01-29 0:00,더 모스트 라이프,39-22,36.08,7,2008,8300
27260,매호동,2020-05-02 0:00,하나타운,1331,45.69,7,1995,16800
11500,방화동,2015-12-31 0:00,마곡일성트루엘,897,59.978,12,2013,41500
50110,외도일동,2016-02-16 0:00,외도부영1차,560-1,49.896,10,2000,18400
30200,지족동,2020-06-16 0:00,노은3지구 영무예다음 에코타운,1052,84.6603,1,2017,30000
41410,산본동,2016-08-13 0:00,주공11,1052,36.16,6,1991,17000
11200,금호동3가,8/21/2018 0:00,금호1차푸르지오,917,59.97,9,2005,73500
30200,상대동,4/21/2018 0:00,트리풀시티,487,119.77,13,2011,69000
41410,산본동,2021-03-14 0:00,설악2,1151-9,49.89,21,1996,28000
28260,당하동,2016-05-06 0:00,탑스빌(성웅),895-1,59.995,9,1998,19900
41360,와부읍 덕소리,8/24/2019 0:00,현대,554-1,59.445,10,1997,24100
41465,풍덕천동,2020-07-22 0:00,한성,698-2,59.54,4,1995,58600
26530,모라동,2019-11-01 0:00,주공4,75,41.3,2,1993,7000
48330,물금읍 범어리,2019-04-08 0:00,신창비바패밀리,Jan-13,84.941,8,2009,24400
29155,방림동,2017-03-09 0:00,방림명지로드힐,569,84.882,10,2015,31707
30200,지족동,2020-05-26 0:00,대전 노은4지구 한화 꿈에그린 1블록,1089,84.721,16,2014,45000
27140,신서동,2015-01-31 0:00,아름다운나날3,561,84.6139,1,2003,22750
11350,상계동,2020-06-05 0:00,상계주공10(고층),666,45.77,10,1988,42500
26290,용호동,2022-06-02 0:00,미가,370-21,64.78,9,2019,"21,789"
31710,청량읍 삼정리,6/6/2020 0:00,쌍용하나빌리지,755,84.76,13,1999,14200
41410,당동,2017-03-24 0:00,주공2단지(874),874,49.59,18,1997,23900
41480,문산읍 당동리,2017-08-02 0:00,자연앤꿈에그린5단지아파트,909,84.72,8,2010,18000
47290,진량읍 북리,2017-01-11 0:00,우림필유,122-3,84.9019,2,2007,18950
48123,가음동,2016-09-21 0:00,월드산업개발아파트,07월 20일,54.84,3,1987,16000
44210,성연면 왕정리,2018-01-31 0:00,이안서산테크노밸리,719,84.9541,13,2015,21500
29140,치평동,2019-07-20 0:00,해광한신,1168,59.99,9,1998,17500
26350,중동,2022-04-15 0:00,오양카멜리아,1496-3,190.33,3,1992,"49,000"
41173,관양동,2017-02-20 0:00,공작럭키,1587,49.8,13,1993,26500
44200,신창면 남성리,2022-09-13 0:00,샘마을,177-2,39.27,13,2001,"4,400"
30170,복수동,2019-11-18 0:00,삼익목화,274-1,84.54,20,1993,15000
11530,신도림동,2015-10-21 0:00,대림1,642,101.48,24,1999,55500
41150,신곡동,2015-03-30 0:00,삼성래미안진흥,767-1,101.99,10,2002,32000
11530,오류동,2017-09-11 0:00,이좋은집,Jan-46,36.69,5,2005,18500
41465,죽전동,12/28/2018 0:00,벽산타운4단지,952,84.8,11,1999,52000
11500,방화동,2019-07-02 0:00,홍익,861,70.44,2,1999,30000
41287,주엽동,2015-08-27 0:00,문촌마을(세경14),133,49.68,15,1999,19200
31710,온양읍 망양리,2022-03-15 0:00,회야리버,가-5-1,45.073,7,2000,"8,000"
46150,해룡면 신대리,2018-07-25 0:00,중흥에스-클래스2단지,2039,84.9912,5,2013,26500
47130,구정동,2016-08-01 0:00,한미하나로타운,399,59.89,1,1995,5500
48121,도계동,2017-08-22 0:00,국도무궁화맨션,416-1,58.97,12,1996,15800
48240,사남면 월성리,2016-07-16 0:00,엘아이지 사천리가,Feb-30,84.9867,3,2010,22300
30170,관저동,2016-04-27 0:00,느리울마을11단지,1422,75.78,5,2004,21800
11740,암사동,2020-05-30 0:00,한강리치팰리스,516-2,81.46,4,2010,64800
41570,장기동,5/14/2020 0:00,고창마을(반도유보라),1642,123.3859,12,2008,41000
45130,수송동,3/22/2019 0:00,제일,Jan-33,84.8211,5,2002,14000
27710,옥포읍 강림리,2017-10-17 0:00,LH허브시티,1099,59.99,6,2015,20000
41463,공세동,3/21/2020 0:00,불곡마을(벽산블루밍),663,84.94,5,2005,18900
41820,설악면 선촌리,2017-03-14 0:00,북한강코아루,663,59.86,7,2014,18800
41150,녹양동,2017-02-27 0:00,녹양힐스테이트,355,84.96,2,2006,25000
11350,중계동,2016-03-22 0:00,중계3우성,585,84.87,3,1999,41000
26320,금곡동,2016-07-30 0:00,금곡3단지주공,Jan-57,59.97,11,1994,13500
47290,자인면 교촌리,2019-02-07 0:00,금잔디,342,77.34,2,1993,7444
26200,동삼동,2022-03-19 0:00,동삼그린힐,1123,58.46,9,1993,"17,300"
48250,진영읍 진영리,2019-03-11 0:00,중흥에스-클래스진영2단지,1611-4,84.961,3,2006,14700
48250,외동,2020-07-27 0:00,일동한신,883,59.98,11,1999,12800
42110,퇴계동,2019-08-05 0:00,퇴계2주공,983,59.99,10,1999,13000
45113,인후동1가,2018-01-01 0:00,하누리홈타운,780-2,59.54,8,2006,11000
28260,가좌동,2016-10-15 0:00,범양파크,81-59,112.04,15,1990,26000
41150,호원동,4/19/2019 0:00,신일유토빌,Apr-55,148.98,4,2003,50000
47111,오천읍 구정리,2020-07-16 0:00,정원맨션,45,59.78,1,1988,6200
11590,본동,3/13/2018 0:00,한신휴플러스,487,114.91,13,2004,78000
11350,상계동,2017-07-21 0:00,금호타운,1270,84.66,13,1995,34600
48330,물금읍 가촌리,3/28/2020 0:00,양산물금대방노블랜드5차에듀카운티,1277-2,59.9901,34,2016,31700
48170,충무공동,2019-01-11 0:00,혁신도시엘에이치아파트9단지,302,59.97,5,2017,20950
41190,괴안동,2015-11-18 0:00,삼익세라믹,204-5,56.67,3,1988,18600
41465,상현동,3/27/2018 0:00,광교마을46-1단지광교스타클래스,1107,122.276,18,2011,59000
11380,진관동,2019-11-17 0:00,제각말(푸르지오2-9단지),92,84.89,5,2010,69000
45710,삼례읍 삼례리,2019-04-22 0:00,삼례우성,863-6,59.98,10,1996,7500
28245,임학동,2015-09-03 0:00,중원,Jun-60,52.38,4,1986,12500
44800,홍성읍 옥암리,3/28/2019 0:00,홍성옥암하늘채,1105,72.6352,5,2006,15500
30200,관평동,2019-12-11 0:00,한화꿈에그린1차,664,84.93,5,2006,29000
46150,왕지동,8/21/2019 0:00,순천 왕지동 롯데캐슬 ,843,156.58700000000005,8,2009,57600
48730,군북면 소포리,3/3/2020 0:00,봉국한마음,1633,57.1398,1,2013,3000
41133,여수동,2016-03-07 0:00,산들마을 2단지,602,51.53,4,2015,37200
41360,오남읍 양지리,2016-03-24 0:00,성호,193-4,59.95,1,1998,12650
41281,화정동,2016-07-06 0:00,별빛마을9단지(기산),948,84.93,16,1995,34200
41590,청계동,2020-01-13 0:00,KCC스위첸아파트,550,84.01,23,2015,51500
31200,달천동,2017-12-06 0:00,그린카운티1,107,59.8237,11,2004,17800
31710,범서읍 천상리,7/10/2020 0:00,천상동아,299-1,59.67,5,1998,14100
44133,백석동,2017-03-24 0:00,백석마을아이파크,941,84.984,9,2009,29800
41370,원동,2017-11-27 0:00,대원레스피아,30,59.867,15,2000,15000
41570,감정동,2019-02-27 0:00,푸른마을(신안),685,84.88600000000002,13,2001,23700
41150,신곡동,8/29/2019 0:00,동성,669,60,8,1995,17000
44200,풍기동,3/3/2019 0:00,주은,229-71,59.52,7,2000,12500
28237,부평동,2015-04-30 0:00,한결(102동),492-10,50.74,12,2015,16500
36110,대평동,2020-08-06 0:00,해들마을4단지,77-22,84.9916,10,2018,82000
47190,도량동,2022-09-26 0:00,도량4주공아파트,114,59.81,9,1995,"8,000"
45113,만성동,5/10/2019 0:00,골드클래스,1367-1,84.9525,9,2018,28755
48330,물금읍 가촌리,2021-01-28 0:00,양산물금대방노블랜드5차에듀카운티,1277-2,59.9901,21,2016,34000
28185,옥련동,2020-05-16 0:00,풍림,643-2,59.96,5,1998,24950
48890,가야면 야천리,2/13/2020 0:00,가야시티펠리스,457-12,84.8775,6,2017,20000
26230,부전동,2022-12-20 0:00,한솔폴라리스,505-6,37.65,7,2005,"10,000"
41570,구래동,12/27/2019 0:00,한강신도시 3차 푸르지오,Feb-95,59.539,20,2017,31000
28710,선원면 창리,2022-09-16 0:00,강화2차세광엔리치빌,619,68.203,5,2004,"18,000"
